posting_id,skill,match_type,confidence
adzuna_5832798181,Tableau,explicit,1.0
adzuna_5832798181,Python,explicit,1.0
adzuna_5832798181,Pandas,explicit,1.0
adzuna_5832798167,SQL,explicit,1.0
adzuna_5832798167,Excel,explicit,1.0
adzuna_5832798167,Data Analysis,alias,0.95
adzuna_5832798167,Power BI,explicit,1.0
adzuna_5832798167,Tableau,explicit,1.0
adzuna_5832798167,Python,explicit,1.0
adzuna_5832798167,Pandas,explicit,1.0
adzuna_5832798180,SQL,explicit,1.0
adzuna_5832798180,Excel,explicit,1.0
adzuna_5832798180,Data Analysis,alias,0.95
adzuna_5832798180,Power BI,explicit,1.0
adzuna_5832798180,Tableau,explicit,1.0
adzuna_5832798180,Python,explicit,1.0
adzuna_5832798180,Pandas,explicit,1.0
adzuna_5832798159,SQL,explicit,1.0
adzuna_5832798159,Excel,explicit,1.0
adzuna_5832798159,Data Analysis,alias,0.95
adzuna_5832798159,Power BI,explicit,1.0
adzuna_5832798159,Tableau,explicit,1.0
adzuna_5832798159,Python,explicit,1.0
adzuna_5832798159,Pandas,explicit,1.0
adzuna_5832798158,SQL,explicit,1.0
adzuna_5832798158,Excel,explicit,1.0
adzuna_5832798158,Data Analysis,alias,0.95
adzuna_5832798158,Power BI,explicit,1.0
adzuna_5832798158,Tableau,explicit,1.0
adzuna_5832798158,Python,explicit,1.0
adzuna_5832798158,Pandas,explicit,1.0
adzuna_5832092606,Data Analysis,alias,0.95
adzuna_5832090086,KPI,alias,0.95
adzuna_5831602194,KPI,alias,0.95
adzuna_5831401587,SQL,explicit,1.0
adzuna_5831401587,Oracle,alias,0.95
adzuna_5831397285,Data Analysis,explicit,1.0
adzuna_5831395731,SQL,explicit,1.0
adzuna_5831395731,Tableau,explicit,1.0
adzuna_5830641274,Excel,explicit,1.0
adzuna_5830641274,Power BI,explicit,1.0
adzuna_5822435697,Statistics,alias,0.95
adzuna_5822435697,Data Analysis,alias,0.95
adzuna_5821857069,SQL,explicit,1.0
adzuna_5821857069,Snowflake,explicit,1.0
adzuna_5820582141,SQL,explicit,1.0
adzuna_5820582141,Data Analysis,alias,0.95
adzuna_5820582141,KPI,alias,0.95
adzuna_5820582141,Tableau,explicit,1.0
adzuna_5820582124,SQL,explicit,1.0
adzuna_5820582124,Data Analysis,alias,0.95
adzuna_5820582124,KPI,alias,0.95
adzuna_5820582124,Tableau,explicit,1.0
adzuna_5819884300,SQL,explicit,1.0
adzuna_5819884300,Python,explicit,1.0
adzuna_5819884300,GCP,explicit,1.0
adzuna_5819873638,Excel,explicit,1.0
adzuna_5819192336,Power BI,explicit,1.0
adzuna_5819192336,PostgreSQL,explicit,1.0
adzuna_5819192327,Power BI,explicit,1.0
adzuna_5819192327,PostgreSQL,explicit,1.0
adzuna_5817917669,KPI,alias,0.95
adzuna_5817917698,Google Sheets,alias,0.95
adzuna_5817917698,Data Visualization,explicit,1.0
adzuna_5817917698,Tableau,explicit,1.0
adzuna_5817917698,Snowflake,explicit,1.0
adzuna_5814494533,SQL,explicit,1.0
adzuna_5814494533,Python,explicit,1.0
adzuna_5814494533,Spark,explicit,1.0
adzuna_5814395841,SQL,explicit,1.0
adzuna_5814395841,Python,explicit,1.0
adzuna_5814395841,Spark,explicit,1.0
adzuna_5811738096,Data Analysis,explicit,1.0
adzuna_5811736900,Data Analysis,explicit,1.0
adzuna_5811736900,Data Visualization,alias,0.95
adzuna_5811736899,Data Analysis,explicit,1.0
adzuna_5811736899,Data Visualization,alias,0.95
adzuna_5806704489,Oracle,alias,0.95
adzuna_5806701759,Data Visualization,alias,0.95
adzuna_5806699864,SQL,explicit,1.0
adzuna_5806699864,Power BI,explicit,1.0
adzuna_5806699864,Python,explicit,1.0
adzuna_5806699864,R,explicit,1.0
adzuna_5805315521,Data Analysis,alias,0.95
adzuna_5802074702,Excel,explicit,1.0
adzuna_5802074702,Data Visualization,explicit,1.0
adzuna_5800765376,Excel,explicit,1.0
adzuna_5800765376,Statistics,explicit,1.0
adzuna_5800765376,Data Visualization,explicit,1.0
adzuna_5800765376,Power BI,explicit,1.0
adzuna_5800765376,Tableau,explicit,1.0
adzuna_5796410882,Excel,explicit,1.0
adzuna_5796410882,Statistics,alias,0.95
adzuna_5796410881,Excel,explicit,1.0
adzuna_5796410881,Statistics,alias,0.95
adzuna_5796410883,Excel,explicit,1.0
adzuna_5796410883,Statistics,alias,0.95
adzuna_5796410880,Excel,explicit,1.0
adzuna_5796410880,Statistics,alias,0.95
adzuna_5796209691,SQL,explicit,1.0
adzuna_5796209691,Data Analysis,explicit,1.0
adzuna_5796209691,Snowflake,explicit,1.0
adzuna_5789394746,R,explicit,1.0
adzuna_5787185965,Data Analysis,explicit,1.0
adzuna_5782538634,SQL,explicit,1.0
adzuna_5782538634,Power BI,explicit,1.0
adzuna_5782538634,R,explicit,1.0
adzuna_5781956391,SQL,explicit,1.0
adzuna_5781956391,Data Analysis,alias,0.95
adzuna_5781956391,Python,explicit,1.0
adzuna_5781956391,Machine Learning,alias,0.95
adzuna_5781956391,NLP,explicit,1.0
adzuna_5781956227,SQL,explicit,1.0
adzuna_5781956227,Data Analysis,alias,0.95
adzuna_5781956227,Snowflake,explicit,1.0
adzuna_5775399105,SQL,explicit,1.0
adzuna_5775399105,Power BI,explicit,1.0
adzuna_5775399105,Tableau,explicit,1.0
adzuna_5769822950,AWS,explicit,1.0
adzuna_5769822950,GCP,alias,0.95
adzuna_5769822950,Databricks,explicit,1.0
adzuna_5768623778,SQL,explicit,1.0
adzuna_5768623778,Data Analysis,explicit,1.0
adzuna_5768623778,ETL,explicit,1.0
adzuna_5762286343,SQL,explicit,1.0
adzuna_5762286343,Excel,explicit,1.0
adzuna_5762286343,Data Analysis,explicit,1.0
adzuna_5762286343,Power BI,explicit,1.0
adzuna_5762286343,Python,explicit,1.0
adzuna_5761791107,Azure,explicit,1.0
adzuna_5761791107,Data Warehousing,explicit,1.0
adzuna_5759267308,SQL,explicit,1.0
adzuna_5759043518,SQL,explicit,1.0
adzuna_5759043518,Data Analysis,explicit,1.0
adzuna_5759043518,Power BI,explicit,1.0
adzuna_5759043518,Tableau,explicit,1.0
adzuna_5755736751,Business Analysis,alias,0.95
adzuna_5741536696,R,explicit,1.0
adzuna_5735463452,Data Analysis,explicit,1.0
adzuna_5732584180,ETL,explicit,1.0
adzuna_5728459031,Business Analysis,alias,0.95
adzuna_5728445327,SQL,explicit,1.0
adzuna_5728445327,Excel,explicit,1.0
adzuna_5728445327,Data Visualization,explicit,1.0
adzuna_5728445327,Power BI,explicit,1.0
adzuna_5728436260,Data Analysis,alias,0.95
adzuna_5728436260,Data Visualization,explicit,1.0
adzuna_5728422548,Excel,explicit,1.0
adzuna_5728422548,KPI,alias,0.95
adzuna_5728422548,Tableau,explicit,1.0
adzuna_5728422548,Power Query,explicit,1.0
adzuna_5728267279,Excel,explicit,1.0
adzuna_5728267279,Google Sheets,explicit,1.0
adzuna_5727816928,Statistics,explicit,1.0
adzuna_5727264729,SQL,explicit,1.0
adzuna_5727264729,Data Analysis,explicit,1.0
adzuna_5727264729,Data Visualization,explicit,1.0
adzuna_5727264729,Power BI,explicit,1.0
adzuna_5727264729,Tableau,explicit,1.0
adzuna_5727264729,Python,explicit,1.0
adzuna_5727163751,SQL,explicit,1.0
adzuna_5727163751,Data Visualization,alias,0.95
adzuna_5727163751,Power BI,explicit,1.0
adzuna_5727163751,Tableau,explicit,1.0
adzuna_5727163751,Snowflake,explicit,1.0
adzuna_5727163751,Spark,explicit,1.0
adzuna_5727143467,SQL,explicit,1.0
adzuna_5727143467,Data Visualization,explicit,1.0
adzuna_5727143467,Python,explicit,1.0
adzuna_5727143467,MongoDB,explicit,1.0
adzuna_5727098377,SQL,explicit,1.0
adzuna_5727098377,Data Analysis,explicit,1.0
adzuna_5727098377,Power BI,explicit,1.0
adzuna_5727098377,Looker,explicit,1.0
adzuna_5727098377,Python,explicit,1.0
adzuna_5721222212,Data Analysis,alias,0.95
adzuna_5710497456,Data Analysis,alias,0.95
adzuna_5700497169,Data Analysis,alias,0.95
adzuna_5681009000,SQL,explicit,1.0
adzuna_5681009000,Python,explicit,1.0
adzuna_5681009000,Pandas,explicit,1.0
adzuna_5681009000,NumPy,explicit,1.0
adzuna_5681009000,PostgreSQL,alias,0.95
adzuna_5681009000,BigQuery,explicit,1.0
adzuna_5680120020,Excel,explicit,1.0
adzuna_5634174711,SQL,explicit,1.0
adzuna_5607196899,SQL,explicit,1.0
adzuna_5607196899,Power BI,explicit,1.0
adzuna_5607196899,ETL,explicit,1.0
adzuna_5607196899,Spark,explicit,1.0
adzuna_5604419908,SQL,explicit,1.0
adzuna_5604419908,Excel,explicit,1.0
adzuna_5594451979,SQL,explicit,1.0
adzuna_5594451979,Data Analysis,explicit,1.0
adzuna_5594451979,Snowflake,explicit,1.0
adzuna_5574398026,ETL,explicit,1.0
adzuna_5549594782,Data Analysis,alias,0.95
adzuna_5543508791,Data Analysis,alias,0.95
adzuna_5543508791,R,explicit,1.0
adzuna_5532438214,Data Analysis,explicit,1.0
adzuna_5531896486,SQL,explicit,1.0
adzuna_5531896486,Excel,explicit,1.0
adzuna_5522126592,Data Visualization,explicit,1.0
adzuna_5520630121,SQL,explicit,1.0
adzuna_5520630121,Data Analysis,alias,0.95
adzuna_5503837644,Data Analysis,explicit,1.0
adzuna_5503836577,SQL,explicit,1.0
adzuna_5503836577,Python,explicit,1.0
adzuna_5379021882,Data Analysis,explicit,1.0
adzuna_5336689191,Data Analysis,alias,0.95
adzuna_5336689191,Data Visualization,explicit,1.0
adzuna_5336689191,Power BI,alias,0.95
adzuna_5336689191,Tableau,explicit,1.0
adzuna_5294954886,SQL,explicit,1.0
adzuna_5294954886,Excel,explicit,1.0
adzuna_5257287584,SQL,explicit,1.0
adzuna_5257287584,Data Analysis,alias,0.95
adzuna_5257287584,MongoDB,explicit,1.0
adzuna_5255506978,Data Analysis,alias,0.95
adzuna_5211779279,Data Warehousing,explicit,1.0
adzuna_5211779275,SQL,explicit,1.0
adzuna_5211779275,Data Analysis,explicit,1.0
adzuna_5211779275,Power BI,explicit,1.0
adzuna_5211779275,Tableau,explicit,1.0
adzuna_5211779275,Python,explicit,1.0
adzuna_5111436575,Statistics,alias,0.95
adzuna_5111436575,Data Analysis,explicit,1.0
adzuna_4993547435,Data Visualization,explicit,1.0
adzuna_4993547435,Python,explicit,1.0
adzuna_4988851226,SQL,explicit,1.0
adzuna_4988851226,Python,explicit,1.0
adzuna_4988851226,AWS,explicit,1.0
adzuna_4988851226,Azure,explicit,1.0
adzuna_4988851226,GCP,explicit,1.0
adzuna_4928060322,SQL,explicit,1.0
adzuna_4928060322,Power BI,explicit,1.0
adzuna_4928060322,DAX,explicit,1.0
adzuna_4855397054,Data Analysis,explicit,1.0
adzuna_4739597153,Excel,explicit,1.0
adzuna_4715697356,SQL,explicit,1.0
adzuna_4715697356,Excel,explicit,1.0
adzuna_4715697356,Data Analysis,explicit,1.0
adzuna_4715697356,Python,explicit,1.0
adzuna_4715697356,BigQuery,alias,0.95
adzuna_4715697356,Spark,explicit,1.0
adzuna_4686707835,SQL,explicit,1.0
adzuna_4686707835,Excel,explicit,1.0
adzuna_4686707835,Data Analysis,alias,0.95
adzuna_4686707833,SQL,explicit,1.0
adzuna_4686707833,Python,explicit,1.0
adzuna_4686707833,SQL Server,explicit,1.0
adzuna_4686707449,Excel,explicit,1.0
adzuna_4686706356,Data Analysis,explicit,1.0
adzuna_4686706169,ETL,explicit,1.0
adzuna_4686705015,R,explicit,1.0
adzuna_4686704927,R,explicit,1.0
adzuna_4665943640,Google Sheets,explicit,1.0
adzuna_4665943640,KPI,alias,0.95
adzuna_4547502405,Data Analysis,alias,0.95
adzuna_4514376058,Data Warehousing,explicit,1.0
adzuna_4344577959,KPI,alias,0.95
adzuna_4282822424,SQL,explicit,1.0
adzuna_4282822424,Python,explicit,1.0
adzuna_3679469504,SQL,explicit,1.0
adzuna_3679469504,Statistics,explicit,1.0
adzuna_3679469504,Data Visualization,alias,0.95
adzuna_3679469504,Python,explicit,1.0
adzuna_3679469504,R,explicit,1.0
adzuna_3529447917,Excel,explicit,1.0
adzuna_3529447917,Data Analysis,alias,0.95
adzuna_3189580389,SQL,explicit,1.0
adzuna_3189580389,Excel,explicit,1.0
adzuna_3189580389,Data Analysis,explicit,1.0
adzuna_3189580389,Data Visualization,explicit,1.0
adzuna_3189580389,Power BI,alias,0.95
adzuna_3189580389,Python,explicit,1.0
adzuna_3189580389,AWS,explicit,1.0
adzuna_3025811339,ETL,explicit,1.0
adzuna_2953661450,SQL,explicit,1.0
adzuna_2953661450,Excel,explicit,1.0
adzuna_2953661450,Google Sheets,explicit,1.0
adzuna_2953661450,Power BI,explicit,1.0
adzuna_2953661450,Tableau,explicit,1.0
adzuna_2890608757,SQL,explicit,1.0
adzuna_2890608757,Data Analysis,explicit,1.0
adzuna_2890608757,Data Visualization,explicit,1.0
adzuna_2890608757,Azure,explicit,1.0
adzuna_2890608757,Spark,explicit,1.0
adzuna_2853928162,KPI,alias,0.95
adzuna_2853928118,SQL,explicit,1.0
adzuna_2853928118,Statistics,explicit,1.0
adzuna_2853928118,Python,explicit,1.0
adzuna_2853927974,Business Analysis,explicit,1.0
adzuna_2830210287,SQL,explicit,1.0
adzuna_2830210287,Python,explicit,1.0
adzuna_2776008869,Data Analysis,explicit,1.0
adzuna_2653476396,SQL,explicit,1.0
adzuna_2631733820,Python,explicit,1.0
adzuna_2631733820,R,explicit,1.0
adzuna_2577819167,SQL,explicit,1.0
adzuna_2500155500,SQL,explicit,1.0
adzuna_2500155500,Data Analysis,alias,0.95
adzuna_2500155500,Power BI,alias,0.95
adzuna_2500155500,Tableau,explicit,1.0
adzuna_2500155500,Python,explicit,1.0
adzuna_2449398766,SQL,explicit,1.0
adzuna_2449398766,Data Analysis,alias,0.95
adzuna_2433361449,Data Analysis,alias,0.95
adzuna_2403881225,Machine Learning,explicit,1.0
adzuna_2398472037,Excel,explicit,1.0
adzuna_2247134476,SQL,explicit,1.0
adzuna_2247134476,Data Analysis,alias,0.95
adzuna_2247134476,Python,explicit,1.0
adzuna_2177266370,Excel,explicit,1.0
adzuna_2177266370,Data Analysis,alias,0.95
adzuna_2177266370,Data Visualization,explicit,1.0
adzuna_2177266370,Power BI,explicit,1.0
adzuna_2177266370,Tableau,explicit,1.0
adzuna_1993882092,Data Analysis,alias,0.95
adzuna_1762829126,Google Sheets,explicit,1.0
adzuna_1422966819,SQL,explicit,1.0
adzuna_1422966819,KPI,alias,0.95
adzuna_1422966819,Python,explicit,1.0
adzuna_1422966819,Pandas,explicit,1.0
adzuna_1422966819,NumPy,explicit,1.0
adzuna_1422966819,Data Warehousing,alias,0.95
adzuna_1353179357,Data Analysis,alias,0.95
adzuna_1186076365,Data Analysis,alias,0.95
adzuna_1186010488,SQL,explicit,1.0
adzuna_1186010488,Data Analysis,alias,0.95
adzuna_1186010488,Python,explicit,1.0
adzuna_1186010488,SQL Server,explicit,1.0
adzuna_1171507526,SQL,explicit,1.0
adzuna_1171507526,Excel,explicit,1.0
adzuna_1171507526,Python,explicit,1.0
adzuna_1171507526,R,explicit,1.0
